NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
28.58,6.8,43,411,35,67,22
29.2,6.9,41,385,32,62,22
29.4,6.9,40,366,32,66,20
29.3,6.9,35,329,29,66,22
29.2,6.9,34,324,30,67,22
29.3,7,28,,,65.5,22
29.7,6.9,26,266,24,65.9,22
29.5,6.9,26,273,26,67,24
29.6,6.9,29,272,27,66.5,22
29.7,7,27,267,23,66,22
29.8,7,28,286,24,66,24
29.1,7,27,270,25,67,22
28.3,7,29,288,25,68.2,22
29,6.9,39,379,35,72.1,22
29.2,6.9,33,326,27,73.1,22
29.3,6.9,37,368,30,72.4,24
29.1,6.9,36,344,28,74.9,24
28.2,7,33,320,27,75.5,26
28.6,7,33,319,29,70.1,26
28.7,7,28,256,23,71,26
28.9,7,29,259,25,70.8,24
28.6,7,36,335,31,68.3,26
28.6,6.9,24,233,23,66.8,24
28.4,6.9,24,222,22,66.5,26
28.6,6.9,22,220,22,69,26
28.8,6.8,27,,,73.7,26
28.7,6.8,29,278,26,75.9,26
28.8,6.8,27,264,27,75,24
29,6.8,29,289,30,82.8,26
28.6,6.8,26,256,26,83,26
28.8,6.8,23,239,23,80.8,24
29,6.8,23,233,22,82,24
29.3,6.8,25,,,80.8,24
28.5,6.8,23,235,22,72.3,22
28,6.8,25,244,22,68,22
27.8,6.9,23,233,21,68,22
27.5,6.8,25,230,22,68.7,22
27.3,6.8,25,234,20,67,22
27.8,6.9,23,225,20,66.5,22
28,6.9,22,217,21,69,22
,6.9,22,,,67.1,22
,6.9,22,206,20,68,22
28.4,6.8,23,234,23,69,20
28.5,6.8,22,220,20,70,22
28.3,6.8,23,227,21,76.9,22
27.3,6.9,21,206,18,72.6,22
27.5,6.9,20,217,20,72,20
27.6,6.9,21,211,21,80,20
28,6.8,21,193,20,78,20
28.3,6.9,27,255,23,70.7,20
27.9,6.9,21,190,19,65.3,18
27.9,6.9,22,214,18,63,18
28.2,6.9,21,202,20,66,18
28.2,6.9,23,220,21,64.4,18
28.1,6.9,19,195,20,66.2,18
28.8,7,30,314,32,68.5,18
28.1,6.9,18,176,17,75.7,22
27.5,6.9,17,170,16,92.1,22
27.8,6.8,20,191,21,108.6,24
27.6,6.8,18,155,16,125,24
28,7,40,344,37,70.8,24
27.9,6.9,26,209,24,126.9,24
27.6,6.9,28,230,24,88.5,22
27.4,7,24,218,24,78,24
27.2,7,21,186,19,71,22
27.3,7,15,146,14,68,24
27.3,7.1,13,116,12,66.5,22
27.5,7.1,11,95,8,67,22
27.6,7,10,106,15,71.1,22
27.9,7,10,103,9,70.6,20
27.9,7,12,107,10,67.2,20
28,7,12,104,12,66,22
28.3,7,13,119,14,65.6,22
28,6.9,13,101,10,72,22
28.4,6.9,15,127,19,83.1,24
28,7,19,202,18,100,22
28.3,6.9,20,166,19,97.4,24
28.2,7,23,196,20,104.3,24
28,7,26,218,24,76,24
28.3,7,23,208,30,71,24
28.3,7.1,17,146,18,68,24
28.6,7.1,14,115,14,70,22
28.3,7.1,14,116,15,69,22
28.2,7.1,13,108,13,68,22
28.1,7,14,107,14,71,22
27.8,6.9,16,124,19,72,22
28.5,6.8,18,152,15,83.7,22
28.7,6.9,13,102,11,94,22
28.5,6.9,17,141,16,142,22
28.3,6.9,16,135,15,164.7,24
29,7.1,27,,,71,24
28.4,7.1,17,155,17,81,24
28.4,7.2,20,,,70,24
29.4,7.2,17,,,84,24
29,7.5,12,,,63.7,22
28.9,7.4,11,,,65,22
28.5,7.2,10,80,12,63.7,22
28.2,7.4,10,93,10,62.7,22
28.1,7.3,8,81,9,64.9,20
28.2,7.4,12,123,14,63.6,20
28.4,7.3,13,140,17,64,24
28.8,7.2,13,146,13,68,22
28.7,7.2,18,165,20,69.4,22
28.7,7.1,19,176,20,87.8,24
28,7,17,170,16,127,24
29.2,7.1,29,278,28,121.5,26
28.5,7,32,290,32,110,26
29,7.1,26,254,29,81.5,26
28.8,7.2,26,220,26,71.2,22
28.8,7.2,20,182,19,67.2,22
29.5,7.3,12,148,14,66,22
29,7.2,14,140,16,67,22
29.3,7.2,12,113,12,65.3,22
29.6,7.2,12,110,13,65,22
29.6,7.1,11,115,12,67.4,24
29,7.1,12,125,14,71,24
29.8,7,16,163,20,95,24
29.7,7,11,114,10,103,24
30.8,7.1,25,216,29,69.3,24
30.2,7.1,28,261,30,69.8,24
29.8,7,25,211,25,90.9,24
29.5,7.1,19,197,22,68,24
29.9,7.1,19,192,22,62.5,20
29.9,7.1,15,163,16,61,20
29.7,7.1,15,145,17,60.4,20
29.2,7,9,77,10,62,20
29.6,7,8,90,11,65.2,18
29.7,7,10,107,11,65,18
30.4,7,22,216,22,64,18
30.6,7.1,18,172,18,62.2,20
30.1,7,12,135,12,63,20
30,7,16,148,14,63,20
30.7,7,18,139,17,66.6,20
30.2,7,15,138,14,68.5,20
30.4,7,23,214,21,64.3,18
30.5,7,20,168,19,60.3,20
30.8,7,22,206,24,62,20
30,7,26,231,26,64.2,20
30.3,6.9,17,187,19,71.7,22
30.4,6.9,14,132,13,69,20
30.5,6.9,12,123,13,70.4,22
30.1,7,12,144,14,68.3,20
31.2,7,25,234,25,66.8,20
30,6.9,14,112,14,69,18
30.8,6.9,13,106,13,71.8,22
30.5,7,13,108,13,75.4,22
31.2,6.9,26,207,23,76.8,24
30.4,6.9,17,154,15,86.8,24
30.5,7,16,174,17,77.4,22
30.5,7,21,199,23,75,22
30.6,7,25,226,25,73,20
28.3,7,27,239,27,77,22
29.7,7,30,269,28,75.7,22
30.9,7,33,282,31,70,24
30.5,6.9,24,222,22,72,22
30.8,6.9,22,190,17,75,24
30.1,6.9,25,234,21,73.4,24
30.2,6.9,19,191,18,69,22
30.1,6.9,26,251,23,72.6,22
30.5,7,30,289,32,69,22
30.8,6.9,23,207,21,74.1,24
30.8,6.9,18,153,16,72,24
30.9,6.9,23,203,21,68.4,20
30.2,7,19,161,18,65,20
30,7,16,156,17,65.4,20
30.9,7.1,15,142,14,65.2,20
30.7,7,15,141,12,58,18
31,7.1,11,139,13,59,18
31.3,7.1,13,133,15,64.1,20
31,7.2,9,97,10,66,20
31.5,7.1,10,93,11,67.8,22
31,7.1,11,108,13,71.5,22
31.9,7.2,10,125,14,63,20
30.5,7.1,11,130,11,64.1,20
31.4,7.1,10,124,14,62.8,22
31.2,7.1,10,96,12,61.7,22
31.6,7.1,10,106,14,62,22
31.2,7.1,9,100,8,63,20
31.6,7.1,9,101,11,63.5,20
31.5,7.1,11,124,14,61,20
31,7.1,13,124,12,64.6,20
31.6,7,17,149,16,66.3,20
31.2,7.1,10,91,12,65.6,20
31.1,7.1,11,122,13,67.2,24
31.1,7,12,134,14,68,20
31.8,7.1,11,110,12,73,22
30.6,6.9,20,182,18,73.3,22
30.5,7,22,196,18,73,24
30.3,6.9,25,239,24,77,24
30.4,6.9,27,282,25,79.3,24
29.7,6.9,24,219,21,75,24
29.6,6.9,17,173,15,68,24
30.1,6.9,17,164,17,68.4,22
31.1,6.9,20,183,18,70.7,22
30,6.9,29,281,27,73.3,22
30,6.9,30,318,30,69,22
30.5,6.9,28,287,27,72.3,22
30.5,6.9,27,288,25,72,24
30.5,6.9,35,351,32,69,22
30.9,6.9,24,244,24,70,22
31.2,7,20,276,27,71,20
30.8,7,19,181,17,70.6,20
30.8,6.9,17,171,17,67.5,20
30.4,7,14,173,17,65.6,20
30.4,6.9,14,171,17,66.9,20
30.2,6.9,15,142,14,70.1,20
30.3,6.9,14,153,15,76.2,20
29.7,6.9,14,150,13,69,22
30.3,7,14,120,11,66.5,22
30.2,6.9,14,122,13,69.4,22
30.1,6.9,16,176,15,64.8,22
29.5,7,15,171,15,65.6,20
29.8,6.9,24,259,24,68.6,20
29.6,6.9,23,251,24,69,24
30.2,6.9,16,171,17,67.1,22
29.7,6.9,14,164,13,66,22
29.6,6.9,13,127,14,67.2,22
29.8,6.9,22,214,20,65,22
29.9,6.9,21,197,21,65.5,20
29.5,6.9,23,243,22,64,20
30.1,6.9,25,311,26,63,22
29.9,6.9,33,329,30,61.4,22
30,6.9,30,290,28,63.4,20
30.3,6.9,27,270,24,64,20
30.2,6.8,23,270,23,66,20
30.3,6.9,22,251,22,67.7,20
30.2,6.8,22,250,22,69.1,22
30.4,6.9,22,248,23,66.3,22
30.8,6.9,21,221,18,65.9,22
30.8,6.9,17,201,18,67.4,20
30.4,6.8,16,189,16,71.3,18
30.2,6.8,18,201,17,74.5,20
30.2,6.8,19,218,19,73,20
30.2,6.8,22,227,21,78.2,20
30.5,6.8,20,209,20,80.5,20
30.1,6.8,28,282,29,84.9,26
30.2,6.8,37,351,33,89.4,28
30.4,6.8,60,528,51,94,28
30.1,6.7,81,714,64,90,32
29.9,6.8,80,572,46,82,30
30,6.8,37,240,25,76,26
29.4,6.8,55,428,42,80,26
29.6,6.8,42,333,32,78,28
29.5,6.8,73,504,50,72,30
29.4,6.8,95,916,68,70.2,28
29.2,6.8,86,932,74,73.3,26
29.3,6.9,56,547,44,73.5,30
28.7,6.8,88,789,68,68.1,28
29.3,6.9,71,662,54,69.2,28
29,6.9,70,645,50,65.9,26
28.9,6.9,77,722,57,67.3,26
28.9,6.9,77,722,57,67.3,26
29.2,6.9,69,710,54,67.3,26
29.2,6.9,60,514,42,67.1,26
29,7,55,521,42,64.3,26
30.2,7,59,578,46,69.1,24
29.2,7,50,463,37,69.2,24
29.4,7,60,558,45,68,26
29.4,7,82,681,56,61.2,26
29.3,6.9,86,774,66,60.5,28
29.4,7,65,646,49,61.3,26
29.4,7,66,608,48,63.1,26
29.8,7,72,706,64,59.2,22
29.6,6.9,68,674,52,60.5,22
29.8,7,73,690,56,57.4,22
29.8,6.9,70,680,58,58,22
30.1,6.9,92,836,67,55.4,26
29.3,6.9,67,642,52,60,24
29.6,6.9,74,692,56,57.9,24
29.7,6.9,80,772,59,56.4,24
29.6,6.9,73,742,54,59.3,24
29.3,6.9,63,622,52,56.5,22
29.7,7,64,640,45,55,22
29.7,7,79,754,59,56.1,22
29.3,7,71,648,55,56,24
29.5,7,71,650,56,60,24
28.9,7,90,840,72,54,24
29.1,6.8,117,1146,91,54.1,28
29.5,6.8,122,1137,87,61,28
29.7,6.8,116,1161,86,62.9,26
29.5,6.8,133,1350,99,56,26
28.5,6.7,177,1616,133,55.8,26
28.4,6.8,133,1164,68,63,28
29.6,6.7,148,1476,114,72.3,34
28.7,6.7,136,1280,100,64,30
28.6,6.8,98,890,73,70.5,32
29,6.7,192,1820,144,61.1,30
29.4,6.8,213,1800,158,52.7,32
29.4,6.8,166,1572,130,55.4,32
29.6,6.8,108,1065,81,58.6,26
29.1,6.8,82,810,68,59,24
29.2,6.8,93,892,71,59.9,28
29,6.9,79,880,65,60,26
28.7,6.9,86,850,63,59.8,26
29.1,6.8,88,900,74,59.7,26
28.8,6.8,78,802,64,59.6,26
29.3,6.8,105,960,87,59.2,30
29,6.8,86,864,65,62,28
29.3,6.9,71,730,58,62.3,26
29.5,6.9,71,680,56,61.3,30
29.2,6.9,83,792,63,62,26
28.8,6.8,129,1323,100,59,28
28.6,6.8,114,1144,94,62.1,28
28.8,6.8,94,906,74,65.6,28
28.9,6.9,75,706,58,62,28
28.9,6.9,65,590,48,62.5,26
29,6.9,56,562,40,63,24
28.8,6.9,62,604,47,61.2,24
28.9,6.8,87,830,69,58.2,28
28.8,6.8,78,778,60,61.2,24
28.6,6.8,93,1050,90,60.2,26
29,6.9,65,720,58,62.2,26
29,6.9,67,652,48,62,24
28.8,6.8,64,634,51,63.6,24
28.8,6.8,96,896,76,59.4,26
28.9,6.9,71,698,57,62,26
29.6,6.9,80,836,72,63.5,26
28.8,6.9,55,527,43,59,24
28.8,6.8,149,1368,120,67.1,34
28.6,6.8,107,996,90,64.5,32
28.1,6.7,162,1686,128,63.2,34
28.4,6.7,139,1116,109,60.2,32
28.5,6.8,68,710,55,62,26
28.7,6.8,67,692,64,64,30
28.5,6.8,57,558,43,60.5,24
28.6,6.8,60,600,47,64,28
28.7,6.8,74,660,55,61.5,26
28.4,6.8,77,684,56,61,26
28.8,6.8,55,535,42,62,26
28.5,6.8,68,606,56,62.1,24
28.4,6.8,64,592,48,60,26
28.7,6.8,109,1080,90,57.5,28
29,6.8,141,1260,118,52.2,28
28.5,6.8,138,1280,110,49.8,26
28.3,6.8,131,1170,100,50,26
28.3,6.8,120,1185,104,49,24
28.5,6.7,98,1179,106,51.9,22
28.4,6.8,76,716,56,51.7,22
28.7,6.8,61,610,55,53.1,22
28.5,6.8,79,712,60,48.9,22
28.7,6.8,78,656,57,51,24
28.5,6.8,104,920,86,50.1,24
28.3,6.8,128,1134,99,46.5,24
28.3,6.8,76,680,64,47.8,24
28.3,6.9,61,618,49,49.5,22
28.5,6.9,84,752,64,49.3,24
28.1,6.9,87,830,66,50,22
28.3,6.8,63,590,47,54,20
28.2,6.8,62,514,43,50.7,20
28.7,6.9,56,530,49,51,22
28.6,6.8,46,420,38,50,20
29.1,6.8,42,408,35,50.8,20
29,6.8,58,532,44,50,22
28.9,6.8,48,477,35,50,20
29.8,6.8,51,470,39,49.6,20
29.1,6.8,43,404,32,50.7,20
29.1,6.8,43,386,29,49,18
29.1,6.8,51,455,37,48.6,18
28.4,6.8,51,480,39,50.4,22
28.2,6.8,56,529,42,49,20
28.6,6.8,46,398,35,54.2,20
28.9,6.7,46,459,37,53.5,20
28.5,6.8,42,380,30,51,22
28.6,6.7,34,309,26,51.3,20
28.7,6.8,41,388,30,50.4,20
28.6,6.8,52,475,40,49.7,20
28.4,6.7,58,532,44,48,20
28.9,6.7,51,464,38,49.3,20
28.8,6.7,49,448,37,49.5,18
28.6,6.7,49,418,35,49,18
28.9,6.7,65,586,48,49,18
28.9,6.7,36,360,28,51,18
28.9,6.7,27,237,20,53,18
28.8,6.8,30,272,21,50.1,16
28.6,6.7,43,379,39,50.1,16
28.6,6.7,34,305,22,51.6,18
28.3,6.7,33,320,23,54.5,18
27.6,6.7,30,285,22,56.7,18
27.4,6.8,30,272,22,52.9,16
28.3,6.7,36,333,26,54.3,16
27.6,6.7,42,346,34,54,16
27.6,6.7,36,321,27,54.1,16
28.1,6.7,36,314,25,54.8,18
27.8,6.8,31,262,24,52.7,16
27.8,6.8,24,213,18,54.8,16
28.1,6.8,21,182,16,54.8,16
27.6,6.8,18,134,13,53.8,16
27.6,6.8,15,145,10,54.4,14
28,6.9,15,130,12,54.5,14
28.2,6.9,21,190,18,54.8,16
27.9,6.9,13,117,11,54,16
27.9,6.9,11,83,8,54.2,16
28.2,6.9,12,110,9,55,16
28,6.9,11,102,8,55.1,16
28.4,6.9,11,98,8,56.4,16
28.6,6.9,11,100,9,55,18
28.4,6.9,11,101,10,57.9,16
28.9,6.9,22,188,18,60.2,16
28.9,6.9,13,119,12,61.2,16
28.2,6.9,14,117,11,63.5,16
28.2,6.8,15,133,11,66.2,16
28.2,6.8,16,160,12,63.1,16
28.6,6.8,19,173,15,62.7,14
28.2,6.8,18,163,13,58.9,14
28.5,6.8,21,195,18,57,14
28,6.7,36,314,26,54.7,16
28.5,6.8,23,195,15,56.4,16
28.4,6.8,20,171,16,56,16
28.4,6.8,16,134,12,54.2,16
28.5,6.9,14,121,11,56.4,14
28.3,6.9,13,123,10,57.3,16
28.4,6.9,16,134,11,59,16
28.5,6.9,13,120,12,60.9,16
28.4,6.8,14,151,13,60.5,16
28.7,6.8,18,158,15,64,18
28.8,6.8,18,168,16,65,18
29.2,6.7,20,188,18,63.3,6
29,6.8,21,191,18,62.6,8
29.1,6.8,14,131,14,63.6,8
29.3,6.9,16,142,15,63,8
29.5,6.8,14,150,13,63.3,8
29.2,6.9,15,127,12,65,8
29.3,6.9,14,131,9,62.6,8
28.8,6.9,13,124,9,63,8
28.8,6.9,14,127,10,61.3,8
28.8,6.9,14,116,11,62.2,8
28.8,6.9,14,121,10,62.5,8
28.4,6.8,13,114,11,63.5,6
28.5,6.8,14,128,12,65.4,8
28.8,6.9,13,112,12,67.4,8
28.9,6.8,13,114,12,67.4,6
29,6.9,17,149,12,63.6,8
28.9,6.9,12,,,63.5,6
28.9,6.9,17,172,15,59.7,6
28.9,6.9,14,131,12,58.3,6
28.9,6.9,13,106,11,57,6
28.9,6.9,14,109,11,58.4,6
28.8,6.8,12,106,8,60,6
28.8,6.9,13,101,11,60.2,6
29.2,6.8,11,102,8,61.7,6
29,6.8,10,96,9,69.7,6
29,6.8,10,88,8,73.5,20
28.4,6.8,13,112,10,122.5,16
29.6,6.9,19,187,18,119,18
29.6,6.9,21,186,18,94.2,18
29.2,6.9,24,211,22,84,18
29.4,7,22,187,21,72.4,18
29.4,7,20,176,18,62,20
29.7,7,14,118,11,59,16
29.8,7,12,94,8,58.6,8
,7,11,109,9,58.4,8
29.8,7,10,83,8,58,6
29.3,7,12,91,10,64.1,8
29.4,7,9,86,8,59.6,8
30,7,9,85,8,60.1,8
29.4,7,9,103,9,59,6
,7,11,79,6,57.5,6
29.6,7,13,137,13,55.5,6
29.6,7,16,126,10,55.6,6
29.7,7,14,118,11,55.2,8
29.7,7,19,152,19,53.6,8
29.4,7,18,138,15,53.6,6
29.8,7,16,125,11,55.7,8
29.3,6.9,19,130,12,58.2,8
29.3,7,13,110,10,58.3,8
28.9,7,14,111,9,55,6
29.1,7,14,113,9,55.8,8
29.1,7,12,112,9,59.2,8
29.7,7,14,112,10,61.7,8
29.5,6.9,13,104,11,61.4,18
30.1,7,13,96,10,59.5,16
,6.9,13,120,11,60.1,16
30,6.9,14,119,12,63,16
30.2,6.9,18,173,15,63.6,16
30,7,19,156,16,62.4,16
30.3,6.9,22,172,27,60.6,16
30.2,6.9,18,161,14,59,16
,7,18,158,20,58.8,16
,7.1,17,130,13,59.2,16
30,7,10,68,9,61.2,16
29.8,7,9,62,9,60,16
,7,9,63,8,60.9,16
30.1,7,9,58,9,61.1,16
30,7.1,10,68,9,64.1,18
29.5,7.1,10,68,7,61.4,16
30,7,10,69,5,60.2,16
30.4,7.1,10,70,7,59,16
30.3,7.1,10,69,8,58.4,18
30.5,7.1,13,99,9,57.8,18
30.3,7,14,,,57.8,16
30,7,16,119,13,57.3,16
29.9,7,16,112,9,61.3,16
30.3,7.1,15,112,12,59.6,14
30,7.1,13,105,11,59.6,14
30.2,7.1,12,83,11,61.6,16
30.5,7.1,10,63,9,61.3,16
30.5,7,10,68,12,62.4,16
30.6,7,9,65,7,60.5,16
30.6,7,11,83,9,61.8,16
30.5,7.1,10,72,8,60,16
30.2,7.1,10,84,7,60.5,16
30.2,7,13,82,11,59.4,18
29.5,7,18,118,14,60.3,18
30,7.1,18,135,15,64.1,20
30.3,7,17,150,19,62.3,22
30.1,6.9,23,209,25,60.8,18
30.6,6.9,20,194,18,61.7,18
30.4,7,18,162,14,61.5,18
30.1,7,15,147,13,61,20
30.1,7,20,178,15,61.4,20
30,7,15,117,12,59,18
29.8,7.1,12,116,9,58.7,16
30.2,7.1,12,84,9,59.7,16
30.3,7.1,12,86,9,60.9,18
30.1,7,12,119,10,62,18
30.5,7,12,76,10,66,18
30.3,7,12,110,13,65.1,18
30,7,17,157,15,66.6,20
30.3,6.9,16,132,14,66,18
30.1,7,19,145,15,66.6,16
30.4,7,15,109,11,62.8,16
30.2,7,15,118,10,62,16
30.2,7.1,13,118,11,64,18
30.8,7.1,12,90,8,61.2,18
29.8,7.2,15,112,12,61.6,18
30.7,7.1,15,126,10,62,18
30.3,7.1,10,64,6,62,18
30.5,7.1,11,78,8,62.4,18
30.7,7.1,13,98,10,62,18
30,7.1,14,102,11,64.5,20
30.2,7,15,116,11,65,20
30.2,7,15,121,11,81.8,22
29.8,6.9,18,155,15,74.7,24
29.4,7,13,124,11,69.5,20
29.7,7,20,206,19,76.4,20
30.3,7,20,202,17,71,24
30,7,22,212,19,70.3,26
30.1,7,20,180,17,66.3,26
30.2,7,20,186,19,65.7,22
30.5,7,18,177,17,64.7,22
30.6,7,20,183,17,68.8,24
,7.1,21,199,16,68.5,24
30.5,7,15,150,14,70,22
30.6,7,28,261,25,73.4,24
30.7,6.9,22,184,19,68.6,20
30.8,7,20,158,16,67.5,20
30.5,7,13,114,12,64.8,18
30.4,7,17,141,14,66.4,18
30.3,7,19,187,28,66.2,18
30,7,33,,,66.1,20
30,7,26,243,24,64,24
30.3,7,18,164,15,67.5,24
30.2,7,19,183,15,68.9,24
30,7,32,300,29,66.2,22
30.4,6.9,28,256,25,67,22
30.5,7,24,218,20,67.8,22
30.3,7,22,204,16,66.5,20
30.3,7,39,,,69.4,22
29.7,6.9,45,439,40,71.4,22
29.6,6.9,32,302,27,71.8,28
29.6,6.9,26,270,27,73.7,28
29.9,7,22,208,25,74.3,26
30,7,21,190,23,72,22
29.4,7,22,235,26,74,22
29.5,6.9,43,468,46,75.3,24
29.6,7,24,257,27,74,24
29.5,7,22,258,26,73.6,22
29.8,7,25,269,25,70,22
30.3,6.9,29,315,27,69.7,22
30.2,7,26,261,26,69.9,24
29.6,7,23,235,24,70.6,24
30.5,7,35,,,71.3,24
30.6,6.9,56,546,58,71.1,24
30,6.9,34,301,33,72.7,28
29.2,7,31,319,35,70,26
30.5,6.8,65,610,64,67.5,28
30.4,6.9,51,456,52,70.8,28
30.9,6.9,35,330,38,70,28
30.6,6.9,29,260,26,70.7,26
30.6,7,30,275,36,69.2,24
30.6,6.9,26,230,28,71.1,24
30,7,27,244,28,70.6,24
30.3,7,30,253,24,71.6,24
30.8,6.9,26,257,28,75,24
30.1,7,24,243,26,75.7,24
29.8,7,23,220,18,72.6,26
30.7,7,21,217,16,70.7,24
30.5,6.9,35,309,27,69.2,24
30.4,7,21,169,17,69.5,24
30.3,7,20,186,20,68.6,24
30.1,6.9,55,418,48,61.2,24
30.1,6.8,75,892,75,58,24
29.8,6.8,82,804,72,61.4,24
29.7,6.9,44,412,45,64.2,26
29.4,6.9,44,407,36,67.9,24
29.5,6.9,45,411,36,68,24
29.9,6.9,43,393,41,66.6,24
29.4,6.9,36,364,31,71.4,24
29.4,6.9,31,267,26,71.3,24
29.6,7,31,266,30,70.6,22
29.3,6.9,31,179,24,69,22
29,6.9,80,776,70,60.2,22
28.8,6.9,109,1010,104,57,24
28.5,6.9,83,766,78,59,22
29.2,6.9,126,1251,136,55.4,24
28.6,6.9,103,,,57.5,26
28.7,6.9,102,1040,100,59,28
28.8,6.9,78,760,64,57.7,26
28.7,6.9,65,,,61,24
28.7,6.9,70,704,73,60.1,26
28.8,6.9,61,,,60.3,24
28.8,7,58,543,45,59.8,24
,6.9,74,,,58.6,24
28.9,7,62,650,59,58,24
28.6,7,64,562,51,59,22
29.4,7,56,530,49,57,22
29.5,7,48,,,56.1,22
29.1,7,51,454,44,59.7,22
29.4,7,65,572,52,55,22
,7,42,404,37,62.3,22
29.9,7,38,358,36,61.2,22
,7,37,363,35,60.5,22
29.7,7.1,40,369,42,61.4,22
29.1,6.9,68,636,69,58,24
29.2,6.9,61,606,55,58.8,24
29.4,7,63,602,58,60.7,24
29,6.9,119,1012,108,56.9,28
28.6,7,69,,,57.7,24
28.6,6.9,76,706,75,58.5,24
28.6,7,64,,,60.9,24
28.4,7,81,,,63.7,24
28.6,7,60,550,57,61,24
28.8,7,48,,,62.5,22
,7,43,432,43,61.5,22
29.1,7,42,428,43,66.3,22
28.6,7,56,532,50,60.6,22
28.5,6.9,53,524,46,60.8,20
28.1,6.8,55,528,51,60.7,22
,6.7,82,,,61.2,26
28.6,6.8,44,402,42,61,20
28.9,6.9,36,355,31,61.8,20
28.8,6.9,52,492,56,60.7,22
28.5,6.9,44,434,37,62.1,20
28.6,6.8,43,431,41,62.7,20
28.8,6.9,50,448,44,59.8,18
28.7,6.8,58,600,56,58.5,18
28.5,6.9,56,638,58,55.1,20
28.6,6.9,63,708,52,54.4,20
28.4,6.8,117,1086,114,52.6,22
,6.8,78,,,55.6,22
28.9,6.7,78,700,75,55.7,22
29.1,6.8,79,766,69,55.2,22
28.9,6.8,57,574,52,55.8,20
29.6,6.9,50,496,45,56.4,20
29.5,6.9,87,,,53.6,22
29.1,6.8,104,1014,92,53,22
29.3,6.8,83,748,83,52.3,24
29.2,6.8,89,748,77,53,22
29.2,6.8,94,866,86,53.1,24
28.4,6.8,93,884,96,52,22
28.2,6.8,82,780,74,53.3,22
28.7,6.9,62,594,55,55.8,22
29,6.8,71,772,69,57.1,22
28.5,6.8,60,550,64,56,22
29.4,6.8,45,430,37,57.6,22
29.2,6.9,41,415,40,57.9,22
29.3,6.9,48,484,42,57.6,22
28.8,6.9,49,436,37,55,22
29.4,6.9,46,440,38,54.6,22
29.1,6.9,36,345,38,55.3,20
29.4,6.9,45,,,53.6,20
28.7,6.9,53,496,43,53,20
29,6.9,71,686,66,52.4,20
28.8,6.9,53,527,51,54.4,20
29,6.9,53,520,47,52.7,20
28.9,6.9,57,524,45,52,20
29,6.9,49,479,45,53.3,20
28.9,6.8,42,401,30,55.1,20
28.8,6.9,38,405,36,57.5,20
28.2,6.8,53,541,51,56.1,20
28.8,6.8,85,,,,22
27.7,6.6,155,1581,140,0,20
27.9,6.8,72,730,64,0,18
28.5,6.8,87,852,71,0,18
,6.7,123,,,0,20
28.7,6.8,50,470,40,0,16
28.6,6.8,57,614,57,0,18
28.7,6.8,54,556,47,0,16
28.5,6.8,63,652,53,0,18
28.9,6.9,42,403,34,0,16
28.9,6.8,47,444,45,0,14
28.4,6.8,60,568,56,0,20
28.4,6.7,77,,,,22
28.4,6.8,73,660,56,0,18
28.4,6.8,80,794,76,0,18
28.4,6.8,65,604,60,0,18
28.6,6.8,49,508,45,0,20
28,6.9,33,320,28,0,16
28.6,6.9,32,324,29,0,16
28.9,6.8,40,367,45,0,16
28.8,6.9,27,280,21,0,16
28.3,6.9,28,278,23,0,16
28.4,6.8,28,304,24,0,16
28.4,6.8,26,249,24,54.6,18
28.5,6.9,25,255,19,53.7,18
28.9,6.8,26,246,19,53,18
29.4,6.8,24,243,20,53.4,18
29.2,6.9,23,233,23,54.4,18
28.9,6.8,27,256,22,54,18
29.2,6.9,23,229,19,54,18
29.3,6.9,23,244,19,54.9,18
,6.8,30,278,30,55,18
28.7,6.8,31,325,30,55.9,18
28.7,6.8,32,311,27,55,18
29.3,6.8,23,234,18,0,16
29.3,6.9,19,207,19,55.5,18
28.7,6.9,24,224,32,55,18
28.8,6.9,21,233,19,53.1,18
28.7,6.9,18,186,16,57.5,16
28.9,6.9,18,182,19,55.3,16
28.9,6.9,30,329,35,54.7,18
28.8,6.9,26,227,22,52,18
29.1,6.9,22,232,19,63.5,18
29.5,6.8,23,252,22,52.9,18
29,6.9,19,190,16,53.1,16
29.5,6.9,17,173,13,52,16
29.5,7,15,175,13,53,16
29.4,6.9,12,122,10,55,16
29.5,6.9,12,120,11,57.7,16
29.2,6.9,13,127,8,56.8,18
29.6,6.9,15,141,11,58.5,16
29.3,6.9,15,134,12,64.7,16
28.8,6.8,23,229,18,69.2,16
29,6.8,21,213,16,67.4,18
28.8,6.8,20,202,20,66.7,18
28.7,6.8,29,269,23,63.8,18
28.4,6.8,30,303,22,67.3,16
28.6,6.8,27,253,27,72,20
28.5,6.8,22,211,20,67.4,20
28.8,6.8,19,183,19,68.4,20
28.8,6.8,24,228,20,68.3,20
29,6.8,19,175,16,64.2,20
29,6.9,23,210,22,63.5,20
29.4,6.9,16,131,13,61.8,20
29.5,6.9,12,112,10,62.2,18
29.9,6.9,14,122,13,63.4,18
29.5,6.9,14,148,12,65.3,18
29,6.9,12,112,12,65.1,18
29.4,6.9,15,137,12,64.8,16
29.5,6.9,16,153,14,65,16
29.6,6.9,16,155,15,65.1,18
29.5,6.9,15,148,13,67,18
29.8,6.8,15,133,14,68.2,18
