NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
29.4,6.6,103,,,62.2,24
29,6.7,93,810,73,55.6,24
29.6,6.8,84,,,55.7,24
29.7,6.6,80,782,60,59.1,24
30.4,6.8,64,,,59,22
29.8,6.8,61,,,60.3,22
29.3,6.8,54,500,43,61.7,22
30.2,6.8,44,436,33,57.1,20
29.8,6.8,44,,,63.7,20
,6.9,46,452,39,55.6,20
29,6.9,42,,,55.6,22
29.9,6.8,41,,,58.6,22
28.4,6.9,40,390,28,56.6,22
29.7,6.8,39,,,56.5,22
29.8,6.8,36,,,58.1,22
29.3,6.8,38,366,29,59,22
29.7,6.8,49,481,40,59.8,22
28.7,6.9,38,,,56.4,22
29.5,6.8,57,,,53,22
,6.7,109,920,84,52.9,22
28.7,6.6,102,,,52.7,22
28.5,6.7,113,,,50.1,22
30.5,6.7,124,,,56.8,24
29.5,6.6,94,,,55.4,24
28.8,6.7,72,690,53,52.6,22
30.2,6.7,65,,,61.7,22
29.9,6.7,51,,,56.5,22
29.1,6.8,44,401,33,57.8,22
30,6.8,55,479,45,62.4,18
29.8,6.8,47,,,60,18
29.4,6.8,38,354,31,57.8,18
29.7,6.8,60,504,53,61.3,20
29.7,6.8,52,,,58.9,20
29.5,6.9,58,522,45,51.5,20
29.6,6.7,88,,,56.6,18
29.2,6.8,79,728,62,55.3,18
29.1,6.8,56,548,48,55.6,18
30,6.7,57,,,61.9,20
30.1,6.8,55,470,41,63.7,20
29,6.8,34,314,22,57.6,20
30.5,6.9,28,,,67.6,18
30.1,6.8,35,,,68,18
29.7,6.9,30.5,323,27,58,18
30.6,6.9,29,,,56.8,20
30.3,6.8,28,,,60.3,20
29.3,6.9,27,272,19,60.4,20
28.2,6.9,23,,,55.9,20
29.3,6.9,25,,,56,20
28.9,6.9,25,257,19,59.3,20
28.6,6.9,29,,,62.1,18
28.7,6.8,31,,,,18
29.8,6.8,24,216,18,59.2,18
29.2,6.8,24,,,63.2,18
29.1,6.8,29,287,25,59.9,16
29.9,6.8,33,,,60.8,16
29.5,6.8,34,,,59.8,16
,6.8,31,339,25,60.1,16
29.3,6.7,50,,,59.1,18
29.2,6.7,47,,,58.1,18
28.9,6.7,32,319,25,57,18
30,6.8,32,,,58.2,20
30.1,6.7,27,,,58,20
28.6,6.9,23,229,20,57.3,20
30.2,6.9,28,,,61.2,18
29.7,6.8,24,,,58.6,18
,6.9,18,203,18,56.7,18
,6.8,28,,,61.5,18
29.9,6.9,33,,,58,18
29.1,6.9,31,265,22,57,18
29.6,6.8,54,485,42,62,20
29.3,6.7,56,,,55.5,20
29.1,6.9,42,386,31,53.7,20
30.3,6.9,57,524,49,57,20
29.8,6.8,46,,,55.3,20
29.4,6.9,34,308,27,56.3,20
30.2,6.8,66,516,47,65.3,18
29.6,6.8,65,,,60.5,18
28.9,6.8,44,381,37,59.8,18
29.9,6.8,48,,,61.5,20
29.9,6.8,59,,,61.3,20
29.1,6.9,63,610,52,53.9,20
,6.9,75,804,,60.2,20
29.6,6.7,66,556,47,56.5,20
29.3,6.9,40,335,30,56.1,20
,6.9,29,,,61.4,18
29.8,6.8,25,,,62.5,18
29.4,6.9,25,254,19,59.2,18
30.1,7,22,,,60.5,18
28.4,7,21,,,65.4,18
29.5,6.9,23,230,15,60,18
30.1,6.9,19,,,58,18
30.3,6.9,18,,,65.8,18
29.8,6.9,23,218,15,57.8,18
30.7,6.9,21,,,56.5,18
30.2,6.9,24,,,58.6,18
29.6,6.9,45,432,34,57,18
30.3,6.9,29,,,58,20
30.2,6.9,29,,,60.3,20
29.6,6.9,22,218,19,57.9,20
30.2,6.9,26,,,58.6,18
29.8,6.9,25,,,58.2,18
29.7,6.9,21,189,19,58.9,18
30.6,6.9,21,,,61.8,16
30,6.7,27,307,28,61.7,16
28.9,6.9,19,214,17,59.8,16
29.1,6.9,29,326,33,63.5,18
30,6.8,42,417,41,63,18
29.6,6.9,22,223,21,63.8,18
30.7,6.8,28,,,67.7,20
30.6,6.8,49,,,63.8,20
29.9,6.8,23,210,17,64.8,18
30.6,6.8,35,304,28,63.4,18
29.2,6.8,52,,,61.5,18
29.7,6.8,23,236,19,65.5,16
30.8,6.8,32,,,66.9,16
29.5,6.8,50,433,42,63.1,16
30.4,6.8,23,240,22,64.5,16
31,6.8,29,,,63.8,14
30.7,6.8,38,,,64,16
30.1,6.8,27,292,23,64.4,16
30.5,6.8,33,,,64.2,16
30.7,6.8,32,,,64.2,16
30.2,6.9,23,212,19,63.2,16
30.8,6.9,27,,,67.4,14
30.7,6.8,27,,,66.8,14
30.2,6.9,19,204,19,62.7,14
30.9,6.9,22,,,65.7,14
30.2,6.8,25,,,65.5,14
,6.9,25,209,18,64.1,14
30.7,6.9,19,,,64.1,16
30.7,6.9,18,,,65,16
,6.9,17,184,14,64.8,16
,6.9,16,,,62.5,14
30.8,6.9,16,,,66.5,14
29.8,6.9,15,133,9,66.4,14
30.3,6.9,14,,,66.9,14
,6.9,14,,,63.4,14
29.8,6.9,17,165,11,60.5,14
30,6.9,20,,,60.3,14
29.6,6.9,17,,,59.8,14
29.6,6.9,17,152,13,58.2,14
30.5,7,17,,,57.7,14
30,7,18,,,58,14
29,7,15,134,11,58.5,14
30.2,7,15,,,57.4,14
29.2,7,14,130,11,59.8,14
30,7,19,,,57.1,16
29.7,6.9,19,,,61.6,16
29.3,7,17,155,12,58.4,16
30.2,7,23,,,59.7,16
29.8,7,29,,,60,16
29.2,7,17,160,13,59.4,16
,6.9,22,,,62.3,18
30.2,6.9,38.7,,,60.1,18
,7,19,150,17,62.3,16
29.5,6.9,28,259,22,66.3,16
29.4,6.9,35,,,62.5,16
29.1,6.9,19,169,14,64.1,16
29.5,6.9,25,,,66.2,16
29.1,6.9,35,296,29,63.6,16
29,6.9,18,159,13,64.7,16
29.2,7,25,223,22,64.7,16
,6.9,32,,,64.1,16
28.9,6.9,19,170,15,64.7,16
,6.9,24,,,65.2,14
29.8,6.9,25,254,25,67.4,14
29,6.9,24,234,18,65.6,14
29.4,6.9,20,,,66,14
29.3,6.9,20,,,69.5,14
29,6.9,21,200,22,66.1,14
29,6.9,18,,,68.3,14
29.7,6.9,32,294,27,68.6,14
28.9,6.9,25,213,21,66.7,14
30.1,6.9,23,,,68.4,14
29.6,6.9,24,,,66.2,14
28.1,7,20,183,17,65.5,14
,7,21,,,66,16
29.6,6.9,20,,,65.7,16
28.9,6.9,18,153,15,65.6,16
29.1,6.9,21,,,66.5,14
29,6.9,22,,,66,14
28.7,6.9,20,197,16,67.8,16
29.2,6.9,26,,,65.6,16
28.2,7,20,,,69.7,16
28.8,6.9,19,,,67.8,16
29.1,6.9,22,,,66.2,16
,6.9,18,168,15,71.2,16
28.4,7,18,150,13,69.7,16
28.9,6.9,24,,,69,14
29.8,6.8,24,232,25,,14
28.5,6.9,17,139,13,69,14
28.7,6.9,20,,,68.5,14
,6.9,24,,,68.2,14
28.3,6.9,14,120,10,72.2,14
29.2,7,16,,,70.1,14
28.4,6.9,23,,,70,14
28.3,6.9,13,107,11,71.7,14
28.8,6.9,15,,,73.3,18
29.4,6.9,26,245,25,67.1,18
28.3,7,18,157,17,70.1,18
29.3,7,19,,,68.9,18
29.3,7,24,,,66.8,18
28.4,6.9,13,138,15,74,18
29.7,6.9,18,,,70.5,18
29.5,7,27,209,18,68.6,18
28.5,7,17,125,12,77.1,16
29.4,7,16,,,70.4,16
28,7,19,183,24,70.2,16
28.3,7,14,,,67.9,16
29,7.1,15,,,69.1,16
28.9,7,17,,,69.9,16
28.1,7,13,97,9,67.2,16
29.2,7.1,14,,,69.6,16
28.7,7,15,,,68.8,16
28,7,10,72,7,68.8,16
29.4,7.1,11,,,68,16
28.8,7.1,10,,,65.7,16
28.3,7.1,12,60,9,66.1,16
,7.1,8,,,66.8,14
28.8,7.1,13,,,65.8,14
27.5,7.2,9,72,8,66.7,14
29.6,7.1,9,,,66,14
29,7.2,8,,,66,14
28.3,7.1,8,71,8,67.2,14
29.2,7.1,12,,,66,18
28.9,7.1,12,,,68.3,18
28.3,7.1,12,108,8,68.8,18
28.9,7.2,17,,,65.4,18
28.4,7,11,,,69.1,18
28.3,7.1,16,128,15,74.1,18
29.4,7,19,,,72.8,18
28.9,7,18,,,75.2,18
28.1,7,12,83,7,73.9,18
29.6,7,18,172,17,74,18
29.1,7,20,,,76,18
28.8,7,16,114,9,74,18
29.7,7,20,,,73.8,18
29.3,7,25,192,19,73.2,18
28.4,7,15,129,11,73.7,18
30,7,17,,,76.8,18
,7,25,,,74,18
28.6,7,15,152,15,77.2,28.8
29.7,7.1,15,,,80.6,28.8
28.8,7,27,215,21,77.6,28.8
28.8,7,12,109,9,84.1,28.8
30,7,14,,,80.3,28.8
28.8,7,26,215,21,76.7,28.8
29.1,7,13,111,11,91.4,19.2
30,7,15,,,77.8,19.2
29.7,6.9,22,,,76.8,19.2
,7,13,103,10,93.8,19.2
,7,14,,,77.1,19.2
29.7,7,19,222,22,76.3,19.2
28.7,7,17,126,10,85.4,19.2
30.3,7,16,,,82.6,19.2
29.1,7,16,,,74.3,19.2
28.7,7,16,124,10,76.5,16
29.9,7,17,,,80,16
28.8,7.1,13,,,72.1,16
28.6,7.1,14,100,11,74.2,16
30,7.1,14,,,79,16
29.5,7.1,13,,,70.2,16
28.6,7.1,15,112,10,70.6,16
30.1,7.1,15,,,75,16
29.6,7.2,23,,,73,16
28.4,7.2,16,96,9,69.5,16
29.6,7.1,16,,,73.3,16
29.4,7.2,14,,,72,16
28.8,7.2,14,96,8,68.2,16
29.9,7.2,23,,,67.8,16
29.4,7.1,14,,,75.6,16
28.2,7.2,16,112,10,68.4,16
29.4,7.2,21,,,68.2,19.2
29.2,7.1,13,,,81.9,19.2
28.3,7.2,14,71,9,71.1,19.2
29.5,7.2,18,,,68.4,16
28.6,7.2,21,,,81.7,16
27.9,7.1,14,111,8,73.1,16
28.9,7,17,225,24,69.6,19.2
28,7.2,28,,,79.4,19.2
28.3,7.1,14,115,10,81.7,19.2
28,7.2,29,,,76.9,19.2
28.7,6.9,16,146,13,85,19.2
29.5,6.8,24,,,71.1,19.2
29,6.8,33,251,25,70.9,19.2
28.5,6.7,16,159,15,91,19.2
,6.7,19,,,71.3,19.2
29.2,6.7,25,259,25,75,19.2
28.8,6.8,17,150,14,99.1,19.2
29.5,6.8,20,,,71.4,19.2
29.1,6.7,33,239,24,71,19.2
28.4,6.8,18,155,17,94.6,19.2
29.7,6.8,16,,,72.6,19.2
29.2,6.7,22,,,71.2,19.2
28.2,6.8,16,173,15,83.5,19.2
28.5,6.8,18,,,73.7,19.2
29.4,6.8,25,276,26,71.5,19.2
,6.7,18,186,19,78.6,19.2
,6.8,19,,,78.1,19.2
29.4,6.8,22,,,72.2,19.2
29,6.8,22,197,19,73,19.2
29.4,6.9,21,,,77.6,19.2
,6.9,17,,,72.5,19.2
28.7,6.9,14,120,12,73,19.2
29.6,6.9,16,,,80.1,19.2
28,6.9,13,,,69.6,19.2
28.3,6.9,14,138,11,68.4,19.2
29.4,6.8,12,,,70.8,19.2
29.1,6.8,12,,,71.2,19.2
28.5,6.8,12,120,11,68.7,19.2
29.7,6.9,12,,,70.6,19.2
29.4,6.8,11,,,74,19.2
28.7,6.8,9,113,7,70.5,19.2
29.5,6.8,15,,,69.6,16
29,6.8,12,,,77.8,16
28.8,6.8,10,115,9,69.3,16
30,6.9,15,183,18,66.1,16
29.3,6.8,15,,,76.3,16
28.4,6.9,12,108,12,69.7,16
29,6.8,14,,,66.7,16
28.5,6.8,21,,,73.2,16
28.2,6.8,11,179,18,74.5,16
29.6,6.8,16,,,68.3,16
29,6.8,26,,,78.1,16
28.1,6.7,6,50,3,84.3,16
29.4,6.8,15,,,67.4,12.8
28.3,6.8,29,250,27,74.8,12.8
29.4,6.9,10,,,65.6,12.8
28.1,6.8,22,230,24,71.7,12.8
28.2,6.7,15,153,11,92.5,12.8
29.8,6.7,18,,,67.3,16
29.3,6.9,34,329,36,65.1,16
,6.7,19,199,18,109.5,16
29.6,6.8,24,,,70.6,19.2
28.6,6.9,40,400,37,65.6,19.2
28.6,6.8,27,229,24,96.9,19.2
29.7,6.8,20,,,78.2,19.2
28.6,6.8,29,,,68.6,19.2
28.6,6.9,27,243,27,80.1,19.2
29.9,6.8,22,,,75.2,19.2
28.5,6.8,27,,,64,19.2
28.6,6.9,25,262,16,73.4,19.2
29.8,6.8,28,,,107.6,19.2
29.8,6.9,21,,,66,19.2
28.5,6.9,19,226,16,67.7,19.2
29.9,6.8,22,,,94,19.2
29.9,6.9,17,,,69.5,19.2
28.7,6.9,15,167,14,63.2,19.2
29.9,6.9,16,,,79.6,19.2
29.4,6.9,14,,,68.7,19.2
29,6.9,16,162,13,64.4,19.2
29.1,6.9,16,,,74.1,19.2
28.6,6.9,13,,,70.9,19.2
28.6,6.9,14,134,12,64,19.2
29.7,7,22,,,63.2,19.2
29.7,6.9,15,,,83,19.2
28.8,6.9,17,159,15,63.6,19.2
30,6.9,25,263,24,63.2,19.2
29.5,6.8,22,,,81.7,19.2
28.7,6.9,15,129,14,65.6,19.2
29.9,6.9,17,238,20,63.7,19.2
29.4,6.9,23,,,78.7,19.2
28.8,6.8,12,129,12,69.5,19.2
29.6,6.9,20,,,65.7,19.2
28.8,6.8,34,,,73.5,19.2
28.2,6.7,15,154,13,80.1,19.2
,6.8,21,,,71,19.2
29.4,6.8,37,,,82.1,19.2
28.6,6.8,19,182,17,86.6,19.2
29.6,6.7,29,295,28,74.3,19.2
29.4,6.7,39,,,71.9,19.2
28.9,6.7,18,202,18,101.4,22.4
29.4,6.7,40,412,40,74.1,22.4
,6.7,48,,,74.4,22.4
29.6,6.6,34,,,72.3,22.4
28.5,6.6,44,395,42,72.8,22.4
28.8,6.6,25,220,19,78.7,22.4
29.4,6.6,22,,,72,22.4
29.3,6.7,31,274,28,74.4,22.4
28.6,6.6,26,227,23,74.8,22.4
30.1,6.7,22,,,72,19.2
29.3,6.7,27,,,71.5,19.2
29.4,6.7,28,247,25,71.3,25.6
29.7,6.7,23,,,74.8,25.6
29.6,6.7,24,,,69.7,25.6
29.2,6.7,19,164,15,69.3,19.2
29.8,6.7,18,,,77.3,19.2
29.8,6.7,21,,,68.6,19.2
28.9,6.7,18,160,15,68.5,19.2
30,6.7,16,,,71.3,19.2
30,6.7,19,,,68.6,19.2
29.3,6.7,30,,,71.3,19.2
29.8,6.7,16,184,16,71.4,19.2
28.3,6.7,13,,,70.7,19.2
28.3,6.7,21,196,20,73.6,19.2
,6.7,18,,,73.4,19.2
29.6,6.6,15,,,73.6,19.2
28.9,6.6,34,270,26,75.5,22.4
29.4,6.6,26,204,19,72.2,22.4
29.5,6.6,18,,,75.3,22.4
29.1,6.6,27,224,19,75.2,19.2
29.8,6.6,30,,,75.4,19.2
,6.6,20,,,80.7,19.2
29.1,6.6,18,148,13,74.4,19.2
29.9,6.6,23,244,23,73,22.4
29.8,6.6,24,,,83.3,22.4
29.4,6.6,17,148,15,75.7,19.2
30.5,6.7,27,223,25,75.1,19.2
30.2,6.6,33,,,81.6,19.2
29.6,6.6,17,176,15,75.6,19.2
31.1,6.7,27,,,72.2,19.2
30.4,6.6,35,,,81.2,19.2
,6.7,21,216,22,82.7,22.4
,6.7,30,262,24,71.6,19.2
30.5,6.6,37,,,79.3,19.2
29.6,6.6,24,175,19,93.2,19.2
,6.7,29,,,72.6,19.2
30.6,6.7,38,,,77.4,19.2
,6.7,26,222,22,103,19.2
30.6,6.8,28,,,74,22.4
,6.8,37,337,34,71.9,22.4
29.2,6.7,34,277,26,94.2,22.4
31.2,6.7,26,,,84,22.4
30.7,6.7,44,406,46,74.1,22.4
29.8,6.7,30,242,25,81.2,22.4
31.1,6.7,27,,,88.6,22.4
30.9,6.7,34,,,75.3,22.4
30.2,6.7,33,274,27,70,22.4
31.4,6.7,26,,,84,19.2
30.9,6.7,27,,,73.2,19.2
30,6.8,28,268,28,66.6,19.2
31.2,6.8,25,,,77.9,19.2
30,6.8,20,,,72.7,19.2
30.1,6.8,26,222,20,69.5,19.2
31.1,6.8,20,,,79.6,19.2
30.1,6.7,18,,,81.3,19.2
30.1,6.8,18,165,19,67.3,19.2
30.2,6.7,20,,,82.1,19.2
31,6.7,14,,,80.8,19.2
29.9,6.8,18,157,18,67.9,19.2
30.2,6.8,26,,,70.6,19.2
31.2,6.7,15,,,79.4,19.2
30.7,6.8,17,157,15,67.9,19.2
31.6,6.8,25,,,68.6,16
,6.7,20,,,109.9,16
30.5,6.8,21,169,19,71.6,16
31.2,6.8,30,235,28,68.5,19.2
,6.7,24,192,19,79.5,19.2
30.6,6.8,20,187,16,72,19.2
,6.8,32,267,29,68.6,22.4
31.2,6.7,32,,,87.6,22.4
30.3,6.8,21,173,17,76,22.4
31.4,6.8,46,350,35,70.4,22.4
30.9,6.7,41,,,82.9,22.4
30.3,6.8,21,175,19,78,22.4
31.6,6.8,20,,,69,22.4
31.2,6.8,34,,,80.5,22.4
31.7,6.8,21,212,22,91.6,22.4
32.4,6.8,23,,,68.6,22.4
31,6.8,42,337,36,82.9,22.4
30.4,6.8,20,169,19,91.7,22.4
31.6,6.9,23,,,69.6,22.4
31.1,6.9,41,297,34,69.3,22.4
30,6.7,28,216,21,91.6,22.4
31.1,6.9,39,283,32,70.5,22.4
30.6,6.8,30,246,16,80.3,22.4
31.5,6.9,22,,,77.6,22.4
31.2,6.8,32,,,76.4,22.4
30.5,6.8,28,234,26,75.7,22.4
31.4,6.8,22,,,84.6,22.4
,6.8,30,,,79.7,22.4
30.7,6.8,27,215,21,71.5,22.4
31.3,6.8,21,,,84.2,22.4
30.9,6.8,26,,,82.1,22.4
30.6,6.8,26,194,19,69.6,22.4
31.5,6.8,19,,,88,22.4
31.1,6.8,18,,,87.8,22.4
30.4,6.9,17,,,70.4,22.4
31.5,6.9,14,,,77.4,16
30.8,6.8,14,,,81.8,16
30.3,6.9,16,131,14,67.4,16
31.2,6.9,13,,,75.7,16
31,6.9,11,,,77.4,16
,6.9,17,128,13,66.9,16
30.9,6.9,15,,,75,19.2
31.1,6.9,11,,,75.4,19.2
30.2,6.9,18,143,18,67.3,19.2
,6.9,31,,,70.4,19.2
30.6,6.8,14,127,14,116,19.2
29.9,6.9,14,110,11,66.8,19.2
30.9,6.8,34,235,27,68.3,19.2
30.6,6.8,20,176,18,107.7,19.2
29.9,6.8,13,135,13,69.4,19.2
31.2,6.9,21,276,30,66.2,19.2
30.8,6.8,24,,,95.9,19.2
30,6.8,17,131,12,72.6,16
31.6,6.8,26,247,24,67,16
30.6,6.8,34,,,83.8,16
30.1,6.9,20,167,16,69.8,16
31.6,6.9,28,229,21,65,22.4
30.7,6.8,36,,,75.1,22.4
30.4,6.8,22,220,22,69.3,22.4
31.2,6.9,26,,,65,19.2
30.6,6.9,41,373,42,66,19.2
30.4,6.8,25,200,23,85.2,19.2
31.1,6.8,20,,,67.2,22.4
30.6,6.8,38,281,28,69,22.4
,6.8,38,,,79.2,22.4
,6.8,19,,,74.3,22.4
30.3,6.8,27,,,75.4,22.4
29.8,6.7,35,292,32,76.6,22.4
30.7,6.7,19,,,91.5,19.2
30.9,6.7,26,,,89.7,19.2
30,6.8,28,227,22,72.9,19.2
31.3,6.7,19,,,96.1,22.4
31,6.7,17,,,88,22.4
30.2,6.7,26,211,20,72.7,22.4
30.7,6.8,17,,,92.1,19.2
30.5,6.7,15,,,91.4,19.2
30.2,6.8,17,147,14,70.5,19.2
31.4,6.8,16,,,80.6,19.2
31,6.7,14,,,79.7,19.2
30.5,6.9,14,123,11,66.6,19.2
31.5,6.9,19,,,74.1,19.2
30.8,6.9,16,,,74.7,19.2
30.4,6.9,14,115,10,68.4,19.2
31.6,6.9,24,189,19,71.8,19.2
31.5,6.9,16,,,78.3,19.2
30.6,6.9,13,126,11,68.2,19.2
31.4,6.9,27,,,72.7,16
30.8,6.8,21,,,85.7,16
30.6,6.8,15,125,12,69.1,16
,6.9,26,215,22,65.5,19.2
31.2,6.8,21,164,16,93.9,19.2
,6.9,16,176,10,69.1,19.2
31.3,6.9,24,204,22,66.8,19.2
31,6.8,23,175,17,85.1,19.2
30.7,6.9,16,129,13,67.7,19.2
30.9,6.9,22,218,21,68.9,19.2
31.2,6.8,22,,,73.6,19.2
30.6,6.9,17,192,20,67.8,19.2
31.9,6.9,33,,,65.5,19.2
31.4,6.8,25,212,20,68.7,19.2
30.8,6.9,19,199,18,64.5,19.2
31.9,6.9,14,,,61,19.2
31.6,6.9,28,,,64,19.2
31.2,6.9,17,158,16,67,19.2
32.5,6.9,17,,,63,19.2
31.4,6.9,20,,,62.1,19.2
,6.9,13,115,10,64.1,19.2
31.8,7,14,,,63.9,19.2
30.6,6.9,16,,,61,19.2
30.6,6.9,15,125,12,62.3,19.2
31.5,6.9,14,,,63.6,19.2
31.6,6.9,14,,,62.6,19.2
30.1,6.9,18,154,28,63.7,19.2
31.8,6.9,14,,,64.2,19.2
31.8,6.9,14,,,62.3,19.2
30.1,6.9,14,112,18,61.8,19.2
31.1,7,10,,,62.7,19.2
31.9,7,10,,,62.7,19.2
30.9,6.9,10,114,11,61.6,16
31.7,7,10,,,61.8,16
31.8,7,8,,,62.2,16
30.8,6.9,9,102,9,62.6,19.2
32.1,7,8,,,62.6,19.2
31.7,7,7,,,62.2,19.2
30.7,6.9,11,109,10,64.1,19.2
31.7,7,8,,,64.3,19.2
31.5,6.9,8,,,65,19.2
30.5,6.9,11,99,9,64.4,19.2
31.5,7,8,,,62.7,19.2
30.2,6.9,8,,,63.1,19.2
30.6,6.9,10,92,8,64.3,19.2
31.8,6.9,8,,,62.3,16
30.8,6.9,13,,,62.6,16
31,6.9,11,99,11,65.2,16
31.5,6.9,12,,,64.1,16
30.7,6.9,12,,,63.7,16
30.5,6.9,11,95,13,65.1,16
31.8,6.9,18,,,64.2,19.2
31.8,6.8,17,,,69.2,19.2
30.1,6.9,21,213,23,69.9,19.2
,6.9,23,,,65.5,22.4
31.4,6.7,18,,,68.6,22.4
30.7,6.8,18,183,19,67.7,22.4
30.6,6.9,21,,,67.2,22.4
31.5,6.9,21,,,68,22.4
30.6,6.9,17,174,16,67.7,22.4
31.8,6.9,20,,,67.9,16
31.7,6.8,17,,,66.3,16
30.9,6.9,13,116,10,65.3,16
32.2,6.9,13,,,64.7,19.2
31.8,7,12,,,65.7,19.2
30.5,6.9,12,114,11,63.2,19.2
32.5,6.9,10,,,65.3,19.2
31.9,6.9,13,,,62.8,19.2
31.1,6.9,13,116,13,63.3,19.2
31.9,6.9,10,,,64.1,16
31,6.9,10,,,62.5,16
31.3,7,10,95,6,62.3,16
32.5,7,9,,,62.4,16
31.6,6.9,10,,,63,16
31.3,7,10,104,8,62.5,16
32,6.9,9,,,62,16
31.7,6.9,8,,,63,16
,6.9,12,115,12,64.3,16
31.6,6.9,11,,,63.5,19.2
31.7,7,11,,,64.5,19.2
31,6.9,13,142,12,63.5,19.2
32.3,7,12,,,63.8,19.2
,7,11,,,64.1,19.2
31.5,6.9,13,122,13,66.7,19.2
31.9,6.9,10,,,65,19.2
31.5,7,10,82,8,65.6,19.2
32.3,7,14,,,65.1,19.2
31.5,6.9,13,,,65.2,19.2
31.3,6.9,11,101,9,63.5,19.2
33,6.9,16,,,64.4,19.2
31.5,6.9,13,,,65.1,19.2
31.5,6.9,9,100,11,65.9,19.2
32.6,7,15,,,64.7,16
,7,14,,,66.3,16
30.4,6.9,11,101,10,64.8,16
31.3,6.8,13,,,66.7,19.2
31.2,6.8,13,,,69,19.2
30,6.9,17,,,69.2,22.4
31.8,6.7,133,,,76.6,28.8
31.5,6.8,35,250,27,70.2,19.2
30.3,6.7,118,894,86,71.2,32
31.6,6.8,45,396,42,69.7,25.6
31.1,6.8,62,522,60,66.9,25.6
31.2,6.9,25,198,18,72.8,16
31.7,6.8,27,,,68.1,16
31.5,6.8,22,,,67.4,16
31.1,6.8,22,201,17,65.4,19.2
32.1,6.8,17,,,65.9,19.2
31.7,6.9,16,,,65.5,19.2
31.5,6.9,17,159,14,67.8,19.2
32,6.9,16,,,69.5,19.2
31.3,6.9,14,,,66.8,19.2
31.3,6.8,16,121,10,69.3,19.2
31.8,6.8,13,,,69.7,19.2
31.6,6.8,12,,,67.1,19.2
31.3,6.9,8,59,6,65.7,19.2
32.9,6.8,8,,,70.6,16
32,6.8,10,,,67.3,16
31.6,6.8,10,65,10,67.2,16
33,6.8,8,,,70.1,16
31,6.8,10,,,68.6,16
31.8,6.9,12,81,6,67.9,16
31.9,6.9,14,,,67.2,16
31.9,6.9,12,,,68.4,16
31.2,6.9,27,253,22,63.1,16
31.2,6.8,24,,,62.6,19.2
30.8,6.9,17,144,12,64.1,19.2
31.2,6.9,12,83,8,66.6,19.2
32.1,6.9,10,,,67.7,19.2
31.5,6.9,12,,,68.5,19.2
31.1,6.9,17,164,13,67.2,19.2
31.3,6.9,18,,,66.4,19.2
,6.9,18,,,68.1,19.2
31.8,6.9,29,240,24,73,19.2
31.2,6.8,25,,,72,22.4
31.4,6.9,24,252,24,70,22.4
,6.9,23,,,67.6,22.4
30.4,6.9,23,,,72.6,22.4
31,6.9,18,153,13,76.1,22.4
31.1,6.9,23,,,70.1,22.4
30.6,6.9,20,,,72.6,22.4
31,6.8,37,394,38,73,22.4
31.6,6.8,27,224,19,,22.4
31.3,6.8,29,,,72.7,22.4
,6.8,15,191,14,74,22.4
,6.9,15,,,69.8,22.4
31.9,6.9,14,,,68.1,22.4
30.9,6.9,13,138,10,67.2,16
32,6.9,16,,,67.3,16
31.9,6.9,14,,,63.8,16
31,6.9,16,154,13,64.8,16
31.6,6.9,16,,,67.6,16
31.1,7,15,,,63.9,16
30.6,6.9,21,190,14,69.1,19.2
31.8,6.9,18,,,71.5,19.2
,6.9,19,,,70.7,19.2
30.6,6.8,34,203,26,66,19.2
30,6.8,37,,,69,19.2
30.8,6.7,43,400,36,66,19.2
30,6.8,43,469,47,66.4,19.2
,6.8,49,,,69.4,19.2
30.1,6.8,41,,,68.3,19.2
30.6,6.8,38,297,26,68,19.2
30.9,6.8,37,,,67.3,22.4
,6.8,37,,,73,22.4
30.7,6.8,34,290,25,66.3,19.2
30.4,6.8,31,,,66.1,19.2
30,6.8,39,,,66,19.2
30.2,6.9,30,232,20,67.3,19.2
30.8,6.8,25,,,64.2,19.2
30.4,6.9,29,,,66.7,19.2
30,6.8,35,294,28,69.2,19.2
,6.9,28,,,67.3,19.2
30.7,6.9,32,,,68,19.2
30.5,6.9,20,202,19,69.2,19.2
31.3,7,15,,,67,19.2
31,6.9,19,,,67.1,19.2
30.7,6.9,16,159,15,69.2,19.2
30.3,6.9,15,,,76.5,19.2
30.2,6.9,17,,,70.4,19.2
,6.9,15,132,11,69,19.2
,6.9,18,,,69.7,19.2
30.3,6.9,17,,,71.5,19.2
30.2,6.9,18,151,14,72.9,19.2
30.7,6.9,20,,,71.6,19.2
30.2,6.8,20,,,74.5,19.2
30.1,6.8,19,191,15,77.5,19.2
30.7,6.8,24,,,73.1,19.2
29.5,6.8,22,,,71.7,19.2
29.7,6.8,18,161,15,71.7,19.2
30.1,6.8,38,,,79.3,19.2
29.9,6.8,33,,,82.9,19.2
29.5,6.8,37,337,31,71.6,19.2
,6.8,50,426,40,77.7,19.2
29.7,6.8,48,,,73.6,19.2
29.3,6.9,54,463,39,64.5,22.4
29.5,6.9,38,,,72.6,22.4
29.3,6.8,40,,,72.1,22.4
29.3,6.8,35,306,27,70.3,22.4
30.5,6.9,37,,,72.5,22.4
29.9,6.9,30,,,70,22.4
29.3,6.9,32,327,25,68.4,22.4
30.5,6.9,29,,,73.2,22.4
